Authors,Title,Year,Source title,Link,Abstract
"Wang X., Zhang R., Sun Y., Qi J.","Doubly robust joint learning for recommendation on data missing not at random",2019,"International Conference on Machine Learning",,[No abstract available]
"Zhu Z., Hu X., Caverlee J.","Fairness-aware tensor-based recommendation",2018,"International Conference on Information and Knowledge Management, Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058064495&doi=10.1145%2f3269206.3271795&partnerID=40&md5=e743cb93f60efd16e6587c858ac265c3","Tensor-based methods have shown promise in improving upon traditional matrix factorization methods for recommender systems. But tensors may achieve improved recommendation quality while worsening the fairness of the recommendations. Hence, we propose a novel fairness-aware tensor recommendation framework that is designed to maintain quality while dramatically improving fairness. Four key aspects of the proposed framework are: (i) a new sensitive latent factor matrix for isolating sensitive features; (ii) a sensitive information regularizer that extracts sensitive information which can taint other latent factors; (iii) an effective algorithm to solve the proposed optimization model; and (iv) extension to multi-feature and multi-category cases which previous efforts have not addressed. Extensive experiments on real-world and synthetic datasets show that the framework enhances recommendation fairness while preserving recommendation quality in comparison with state-of-the-art alternatives. © 2018 Association for Computing Machinery."
"Ding J., Quan Y., He X., Li Y., Jin D.","Reinforced negative sampling for recommendation with exposure data",2019,"IJCAI International Joint Conference on Artificial Intelligence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074909715&doi=10.24963%2fijcai.2019%2f309&partnerID=40&md5=09ff4264f88940f1278eb5442fb9c0ce","In implicit feedback-based recommender systems, user exposure data, which record whether or not a recommended item has been interacted by a user, provide an important clue on selecting negative training samples. In this work, we improve the negative sampler by integrating the exposure data. We propose to generate high-quality negative instances by adversarial training to favour the difficult instances, and by optimizing additional objective to favour the real negatives in exposure data. However, this idea is non-trivial to implement since the distribution of exposure data is latent and the item space is discrete. To this end, we design a novel RNS method (short for Reinforced Negative Sampler) that generates exposure-alike negative instances through feature matching technique instead of directly choosing from exposure data. Optimized under the reinforcement learning framework, RNS is able to integrate user preference signals in exposure data and hard negatives. Extensive experiments on two real-world datasets demonstrate the effectiveness and rationality of our RNS method. Our implementation is available at: https://github.com/dingjingtao/ReinforceNS. © 2019 International Joint Conferences on Artificial Intelligence. All rights reserved."
"Wen H., Zhang J., Wang Y., Lv F., Bao W., Lin Q., Yang K.","Entire Space Multi-Task Modeling via Post-Click Behavior Decomposition for Conversion Rate Prediction",2020,"SIGIR 2020 - Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090167763&doi=10.1145%2f3397271.3401443&partnerID=40&md5=2eba675cded7516bd089f0aae0074631","Recommender system, as an essential part of modern e-commerce, consists of two fundamental modules, namely Click-Through Rate (CTR) and Conversion Rate (CVR) prediction. While CVR has a direct impact on the purchasing volume, its prediction is well-known challenging due to the Sample Selection Bias (SSB) and Data Sparsity (DS) issues. Although existing methods, typically built on the user sequential behavior path ""impression->click->purchase"", is effective for dealing with SSB issue, they still struggle to address the DS issue due to rare purchase training samples. Observing that users always take several purchase-related actions after clicking, we propose a novel idea of post-click behavior decomposition. Specifically, disjoint purchase-related Deterministic Action (DAction) and Other Action (OAction) are inserted between click and purchase in parallel, forming a novel user sequential behavior graph ""impression->click->D(O)Action->purchase"". Defining model on this graph enables to leverage all the impression samples over the entire space and extra abundant supervised signals from D(O)Action, which will effectively address the SSB and DS issues together. To this end, we devise a novel deep recommendation model named Elaborated Entire Space Supervised Multi-task Model (ESM2). According to the conditional probability rule defined on the graph, it employs multi-task learning to predict some decomposed sub-targets in parallel and compose them sequentially to formulate the final CVR. Extensive experiments on both offline and online environments demonstrate the superiority of ESM2 over state-of-the-art models. The source code and dataset will be released. © 2020 ACM."
"Wang X., Chen Y., Yang J., Wu L., Wu Z., Xie X.","A Reinforcement Learning Framework for Explainable Recommendation",2018,"Proceedings - IEEE International Conference on Data Mining, ICDM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061407106&doi=10.1109%2fICDM.2018.00074&partnerID=40&md5=fe54e2e03f3eb210937b51321c1f8138","Explainable recommendation, which provides explanations about why an item is recommended, has attracted increasing attention due to its ability in helping users make better decisions and increasing users' trust in the system. Existing explainable recommendation methods either ignore the working mechanism of the recommendation model or are designed for a specific recommendation model. Moreover, it is difficult for existing methods to ensure the presentation quality of the explanations (e.g., consistency). To solve these problems, we design a reinforcement learning framework for explainable recommendation. Our framework can explain any recommendation model (model-agnostic) and can flexibly control the explanation quality based on the application scenario. To demonstrate the effectiveness of our framework, we show how it can be used for generating sentence-level explanations. Specifically, we instantiate the explanation generator in the framework with a personalized-attention-based neural network. Offline experiments demonstrate that our method can well explain both collaborative filtering methods and deep-learning-based models. Evaluation with human subjects shows that the explanations generated by our method are significantly more useful than the explanations generated by the baselines. © 2018 IEEE."
"Zhao X., Zhang L., Ding Z., Yin D., Zhao Y., Tang J.",[No title available],2017,"Deep Reinforcement Learning for List-Wise Recommendations",,[No abstract available]
"Swaminathan A., Krishnamurthy A., Agarwal A., Dudík M., Langford J., Jose D., Zitouni I.","Off-policy evaluation for slate recommendation",2017,"Advances in Neural Information Processing Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047016992&partnerID=40&md5=99635bbd70be5d7998d3c777816256c1","This paper studies the evaluation of policies that recommend an ordered set of items (e.g., a ranking) based on some context - a common scenario in web search, ads, and recommendation. We build on techniques from combinatorial bandits to introduce a new practical estimator that uses logged data to estimate a policy's performance. A thorough empirical evaluation on real-world data reveals that our estimator is accurate in a variety of settings, including as a subroutine in a learning-to-rank task, where it achieves competitive performance. We derive conditions under which our estimator is unbiased - these conditions are weaker than prior heuristics for slate evaluation - and experimentally demonstrate a smaller bias than parametric approaches, even when these conditions are violated. Finally, our theory and experiments also show exponential savings in the amount of required data compared with general unbiased estimators. © 2017 Neural information processing systems foundation. All rights reserved."
"Jiang R., Chiappa S., Lattimore T., György A., Kohli P.","Degenerate feedback loops in recommender systems",2019,"AIES 2019 - Proceedings of the 2019 AAAI/ACM Conference on AI, Ethics, and Society","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070651731&doi=10.1145%2f3306618.3314288&partnerID=40&md5=85653cbfae32b93724722083c1236165","Machine learning is used extensively in recommender systems deployed in products. The decisions made by these systems can influence user beliefs and preferences which in turn affect the feedback the learning system receives - thus creating a feedback loop. This phenomenon can give rise to the so-called “echo chambers” or “filter bubbles” that have user and societal implications. In this paper, we provide a novel theoretical analysis that examines both the role of user dynamics and the behavior of recommender systems, disentangling the echo chamber from the filter bubble effect. In addition, we offer practical solutions to slow down system degeneracy. Our study contributes toward understanding and developing solutions to commonly cited issues in the complex temporal scenario, an area that is still largely unexplored. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM"
"Wang W., Feng F., He X., Wang X., Chua T.-S.","Deconfounded Recommendation for Alleviating Bias Amplification",2021,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113840943&doi=10.1145%2f3447548.3467249&partnerID=40&md5=87c1b9e51107168e8ebfc964c326122b","Recommender systems usually amplify the biases in the data. The model learned from historical interactions with imbalanced item distribution will amplify the imbalance by over-recommending items from the majority groups. Addressing this issue is essential for a healthy ecosystem of recommendation in the long run. Existing work applies bias control to the ranking targets (e.g., calibration, fairness, and diversity), but ignores the true reason for bias amplification and trades off the recommendation accuracy. In this work, we scrutinize the cause-effect factors for bias amplification, identifying the main reason lies in the confounding effect of imbalanced item distribution on user representation and prediction score. The existence of such confounder pushes us to go beyond merely modeling the conditional probability and embrace the causal modeling for recommendation. Towards this end, we propose a Deconfounded Recommender System (DecRS), which models the causal effect of user representation on the prediction score. The key to eliminating the impact of the confounder lies in backdoor adjustment, which is however difficult to do due to the infinite sample space of the confounder. For this challenge, we contribute an approximation operator for backdoor adjustment which can be easily plugged into most recommender models. Lastly, we devise an inference strategy to dynamically regulate backdoor adjustment according to user status. We instantiate DecRS on two representative models FM [32] and NFM [16], and conduct extensive experiments over two benchmarks to validate the superiority of our proposed DecRS. © 2021 ACM."
"Diaz F., Mitra B., Ekstrand M.D., Biega A.J., Carterette B.","Evaluating Stochastic Rankings with Expected Exposure",2020,"International Conference on Information and Knowledge Management, Proceedings","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095863065&doi=10.1145%2f3340531.3411962&partnerID=40&md5=6b296e67abb571293a6e92e2f81fede6","We introduce the concept of expected exposure as the average attention ranked items receive from users over repeated samples of the same query. Furthermore, we advocate for the adoption of the principle of equal expected exposure: given a fixed information need, no item should receive more or less expected exposure than any other item of the same relevance grade. We argue that this principle is desirable for many retrieval objectives and scenarios, including topical diversity and fair ranking. %Leveraging user models from existing retrieval metrics, we propose a general evaluation methodology based on expected exposure and draw connections to related metrics in information retrieval evaluation. Importantly, this methodology relaxes classic information retrieval assumptions, allowing a system, in response to a query, to produce a distribution over rankings instead of a single fixed ranking. We study the behavior of the expected exposure metric and stochastic rankers across a variety of information access conditions, including ad hoc retrieval and recommendation. %We believe that measuring and optimizing expected exposure metrics using randomization opens a new area for retrieval algorithm development and progress. © 2020 ACM."
"Cãamares R., Castells P.","Should i follow the crowd?: A probabilistic analysis of the effectiveness of popularity in recommender systems",2018,"41st International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051540077&doi=10.1145%2f3209978.3210014&partnerID=40&md5=9ec8bc6186ea67295876683829864b03","The use of IR methodology in the evaluation of recommender systems has become common practice in recent years. IR metrics have been found however to be strongly biased towards rewarding algorithms that recommend popular items ""the same bias that state of the art recommendation algorithms display. Recent research has confirmed and measured such biases, and proposed methods to avoid them. The fundamental question remains open though whether popularity is really a bias we should avoid or not; whether it could be a useful and reliable signal in recommendation, or it may be unfairly rewarded by the experimental biases. We address this question at a formal level by identifying and modeling the conditions that can determine the answer, in terms of dependencies between key random variables, involving item rating, discovery and relevance. We find conditions that guarantee popularity to be effective or quite the opposite, and for the measured metric values to reflect a true effectiveness, or qualitatively deviate from it. We exemplify and confirm the theoretical findings with empirical results. We build a crowdsourced dataset devoid of the usual biases displayed by common publicly available data, in which we illustrate contradictions between the accuracy that would be measured in a common biased offline experimental setting, and the actual accuracy that can be measured with unbiased observations. © 2018 ACM."
"Chen H., Dai X., Cai H., Zhang W., Wang X., Tang R., Zhang Y., Yu Y.","Large-scale interactive recommendation with tree-structured policy gradient",2019,"33rd AAAI Conference on Artificial Intelligence, AAAI 2019, 31st Innovative Applications of Artificial Intelligence Conference, IAAI 2019 and the 9th AAAI Symposium on Educational Advances in Artificial Intelligence, EAAI 2019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090802622&partnerID=40&md5=ebce457bb8d2412c323b9f70f02789cb","Reinforcement learning (RL) has recently been introduced to interactive recommender systems (IRS) because of its nature of learning from dynamic interactions and planning for long-run performance. As IRS is always with thousands of items to recommend (i.e., thousands of actions), most existing RL-based methods, however, fail to handle such a large discrete action space problem and thus become inefficient. The existing work that tries to deal with the large discrete action space problem by utilizing the deep deterministic policy gradient framework suffers from the inconsistency between the continuous action representation (the output of the actor network) and the real discrete action. To avoid such inconsistency and achieve high efficiency and recommendation effectiveness, in this paper, we propose a Tree-structured Policy Gradient Recommendation (TPGR) framework, where a balanced hierarchical clustering tree is built over the items and picking an item is formulated as seeking a path from the root to a certain leaf of the tree. Extensive experiments on carefully-designed environments based on two real-world datasets demonstrate that our model provides superior recommendation performance and significant efficiency improvement over state-of-the-art methods. © 2019, Association for the Advancement of Artificial Intelligence (www.aaai.org)."
"Ge Y., Zhao S., Zhou H., Pei C., Sun F., Ou W., Zhang Y.","Understanding Echo Chambers in E-commerce Recommender Systems",2020,"SIGIR 2020 - Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090168026&doi=10.1145%2f3397271.3401431&partnerID=40&md5=3839152eb96357c4387246593a9f9532","Personalized recommendation benefits users in accessing contents of interests effectively. Current research on recommender systems mostly focuses on matching users with proper items based on user interests. However, significant efforts are missing to understand how the recommendations influence user preferences and behaviors, e.g., if and how recommendations result in echo chambers. Extensive efforts have been made in examining the phenomenon in online media and social network systems. Meanwhile, there are growing concerns that recommender systems might lead to the self-reinforcing of user's interests due to narrowed exposure of items, which may be the potential cause of echo chamber. In this paper, we aim to analyze the echo chamber phenomenon in Alibaba Taobao-one of the largest e-commerce platforms in the world. Echo chamber means the effect of user interests being reinforced through repeated exposure to similar contents. Based on the definition, we examine the presence of echo chamber in two steps. First, we explore whether user interests have been reinforced. Second, we check whether the reinforcement results from the exposure of similar contents. Our evaluations are enhanced with robust metrics, including cluster validity and statistical significance. Experiments are performed on extensive collections of real-world data consisting of user clicks, purchases, and browse logs from Alibaba Taobao. Evidence suggests the tendency of echo chamber in user click behaviors, while it is relatively mitigated in user purchase behaviors. Insights from the results guide the refinement of recommendation algorithms in real-world e-commerce systems. © 2020 ACM."
"Chen S.-Y., Tan J., Yu Y., Huang H.-K., Da Q., Tang H.-H.","Stabilizing reinforcement learning in dynamic environment with application to online recommendation",2018,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051475415&doi=10.1145%2f3219819.3220122&partnerID=40&md5=4a13b83ae7864ef3418993a28a1ab69a","Deep reinforcement learning has shown great potential in improving system performance autonomously, by learning from iterations with the environment. However, traditional reinforcement learning approaches are designed to work in static environments. In many real-world problems, the environments are commonly dynamic, in which the performance of reinforcement learning approaches can degrade drastically. A direct cause of the performance degradation is the high-variance and biased estimation of the reward, due to the distribution shifting in dynamic environments. In this paper, we propose two techniques to alleviate the unstable reward estimation problem in dynamic environments, the stratified sampling replay strategy and the approximate regretted reward, which address the problem from the sample aspect and the reward aspect, respectively. Integrating the two techniques with Double DQN, we propose the Robust DQN method. We apply Robust DQN in the tip recommendation system in Taobao online retail trading platform. We firstly disclose the highly dynamic property of the recommendation application. We then carried out online A/B test to examine Robust DQN. The results show that Robust DQN can effectively stabilize the value estimation and, therefore, improves the performance in this real-world dynamic environment. © 2018 Association for Computing Machinery."
"Zhou K., Zha H.","Learning binary codes for collaborative filtering",2012,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866013626&doi=10.1145%2f2339530.2339611&partnerID=40&md5=22640331f6fd4bbee995ad315adbe511","This paper tackles the efficiency problem of making recommendations in the context of large user and item spaces. In particular, we address the problem of learning binary codes for collaborative filtering, which enables us to efficiently make recommendations with time complexity that is independent of the total number of items. We propose to construct binary codes for users and items such that the preference of users over items can be accurately preserved by the Hamming distance between their respective binary codes. By using two loss functions measuring the degree of divergence between the training and predicted ratings, we formulate the problem of learning binary codes as a discrete optimization problem. Although this optimization problem is intractable in general, we develop effective relaxations that can be efficiently solved by existing methods. Moreover, we investigate two methods to obtain the binary codes from the relaxed solutions. Evaluations are conducted on three public-domain data sets and the results suggest that our proposed method outperforms several baseline alternatives. © 2012 ACM."
"Li Y., Chen H., Xu S., Ge Y., Zhang Y.","Towards Personalized Fairness based on Causal Notion",2021,"SIGIR 2021 - Proceedings of the 44th International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111669303&doi=10.1145%2f3404835.3462966&partnerID=40&md5=6d961912a57f4a68f5cc8abaaea6f067","Recommender systems are gaining increasing and critical impacts on human and society since a growing number of users use them for information seeking and decision making. Therefore, it is crucial to address the potential unfairness problems in recommendations. Just like users have personalized preferences on items, users' demands for fairness are also personalized in many scenarios. Therefore, it is important to providepersonalized fair recommendations for users to satisfy theirpersonalized fairness demands. Besides, previous works on fair recommendation mainly focus on association-based fairness. However, it is important to advance from associative fairness notions to causal fairness notions for assessing fairness more properly in recommender systems. Based on the above considerations, this paper focuses on achieving personalized counterfactual fairness for users in recommender systems. To this end, we introduce a framework for achieving counterfactually fair recommendations through adversary learning by generating feature-independent user embeddings for recommendation. The framework allows recommender systems to achieve personalized fairness for users while also covering non-personalized situations. Experiments on two real-world datasets with shallow and deep recommendation algorithms show that our method can generate fairer recommendations for users with a desirable recommendation performance. © 2021 ACM."
"Agarwal A., Wang X., Li C., Najork M., Zaitsev I., Joachims T.","Estimating position bias without intrusive interventions",2019,"WSDM 2019 - Proceedings of the 12th ACM International Conference on Web Search and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061754842&doi=10.1145%2f3289600.3291017&partnerID=40&md5=8e155a656b68d3c084c1473a00561ddf","Presentation bias is one of the key challenges when learning from implicit feedback in search engines, as it confounds the relevance signal. While it was recently shown how counterfactual learning-to-rank (LTR) approaches [18] can provably overcome presentation bias when observation propensities are known, it remains to show how to effectively estimate these propensities. In this paper, we propose the first method for producing consistent propensity estimates without manual relevance judgments, disruptive interventions, or restrictive relevance modeling assumptions. First, we show how to harvest a specific type of intervention data from historic feedback logs of multiple different ranking functions, and show that this data is sufficient for consistent propensity estimation in the position-based model. Second, we propose a new extremum estimator that makes effective use of this data. In an empirical evaluation, we find that the new estimator provides superior propensity estimates in two real-world systems - Arxiv Full-text Search and Google Drive Search. Beyond these two points, we find that the method is robust to a wide range of settings in simulation studies. © 2019 held by the owner/author(s)."
"Abdollahpouri H., Mansoury M., Burke R., Mobasher B.","The unfairness of popularity bias in recommendation",2019,"The unfairness of popularity bias in recommendation",,[No abstract available]
"Agarwal A., Zaitsev I., Takatsu K., Joachims T.","A general framework for counterfactual learning-to-rank",2019,"SIGIR 2019 - Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073781885&doi=10.1145%2f3331184.3331202&partnerID=40&md5=dad1c40214be3f7ed03208a40ac3a4c0","Implicit feedback (e.g., click, dwell time) is an attractive source of training data for Learning-to-Rank, but its naive use leads to learning results that are distorted by presentation bias. For the special case of optimizing average rank for linear ranking functions, however, the recently developed SVM-PropRank method has shown that counterfactual inference techniques can be used to provably overcome the distorting effect of presentation bias. Going beyond this special case, this paper provides a general and theoretically rigorous framework for counterfactual learning-to-rank that enables unbiased training for a broad class of additive ranking metrics (e.g., Discounted Cumulative Gain (DCG)) as well as a broad class of models (e.g., deep networks). Specifically, we derive a relaxation for propensity-weighted rank-based metrics which is subdifferentiable and thus suitable for gradient-based optimization. We demonstrate the effectiveness of this general approach by instantiating two new learning methods. One is a new type of unbiased SVM that optimizes DCG - called SVM PropDCG -, and we show how the resulting optimization problem can be solved via the Convex Concave Procedure (CCP). The other is Deep PropDCG, where the ranking function can be an arbitrary deep network. In addition to the theoretical support, we empirically find that SVM PropDCG significantly outperforms existing linear rankers in terms of DCG. Moreover, the ability to train non-linear ranking functions via Deep PropDCG further improves performance. © 2019 Association for Computing Machinery."
"Wu L., Chen L., Shao P., Hong R., Wang X., Wang M.","Learning fair representations for recommendation: A graph-based perspective",2021,"The Web Conference 2021 - Proceedings of the World Wide Web Conference, WWW 2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106588797&doi=10.1145%2f3442381.3450015&partnerID=40&md5=b7c97fa3ffc664efd7f71fd1997b80ce","As a key application of artificial intelligence, recommender systems are among the most pervasive computer aided systems to help users find potential items of interests. Recently, researchers paid considerable attention to fairness issues for artificial intelligence applications. Most of these approaches assumed independence of instances, and designed sophisticated models to eliminate the sensitive information to facilitate fairness. However, recommender systems differ greatly from these approaches as users and items naturally form a user-item bipartite graph, and are collaboratively correlated in the graph structure. In this paper, we propose a novel graph based technique for ensuring fairness of any recommendation models. Here, the fairness requirements refer to not exposing sensitive feature set in the user modeling process. Specifically, given the original embeddings from any recommendation models, we learn a composition of filters that transform each user's and each item's original embeddings into a filtered embedding space based on the sensitive feature set. For each user, this transformation is achieved under the adversarial learning of a user-centric graph, in order to obfuscate each sensitive feature between both the filtered user embedding and the sub graph structures of this user. Finally, extensive experimental results clearly show the effectiveness of our proposed model for fair recommendation. We publish the source code at https://github.com/newlei/FairGo. Â© 2021 ACM."
"Abdollahpouri H., Mansoury M., Burke R., Mobasher B.","The Connection between Popularity Bias, Calibration, and Fairness in Recommendation",2020,"RecSys 2020 - 14th ACM Conference on Recommender Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092747606&doi=10.1145%2f3383313.3418487&partnerID=40&md5=36f36ae5263048ce4dfcf2e406f1737d","Recently there has been a growing interest in fairness-aware recommender systems including fairness in providing consistent performance across different users or groups of users. A recommender system could be considered unfair if the recommendations do not fairly represent the tastes of a certain group of users while other groups receive recommendations that are consistent with their preferences. In this paper, we use a metric called miscalibration for measuring how a recommendation algorithm is responsive to users' true preferences and we consider how various algorithms may result in different degrees of miscalibration for different users. In particular, we conjecture that popularity bias which is a well-known phenomenon in recommendation is one important factor leading to miscalibration in recommendation. Our experimental results using two real-world datasets show that there is a connection between how different user groups are affected by algorithmic popularity bias and their level of interest in popular items. Moreover, we show that the more a group is affected by the algorithmic popularity bias, the more their recommendations are miscalibrated. © 2020 Owner/Author."
"Devooght R., Kourtellis N., Mantrach A.","Dynamic matrix factorization with priors on unknown values",2015,"Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954158205&doi=10.1145%2f2783258.2783346&partnerID=40&md5=73616105e4fce25efdeeae87db357738","Advanced and effective collaborative filtering methods based on explicit feedback assume that unknown ratings do not follow the same model as the observed ones (not missing at random). In this work, we build on this assumption, and introduce a novel dynamic matrix factorization framework that allows to set an explicit prior on unknown values. When new ratings, users, or items enter the system, we can update the factorization in time independent of the size of data (number of users, items and ratings). Hence, we can quickly recommend items even to very recent users. We test our methods on three large datasets, including two very sparse ones, in static and dynamic conditions. In each case, we outrank state-of-the-art matrix factorization methods that do not use a prior on unknown ratings. Copyright 2015 ACM."
"Zhu Z., He Y., Zhao X., Zhang Y., Wang J., Caverlee J.","Popularity-Opportunity Bias in Collaborative Filtering",2021,"WSDM 2021 - Proceedings of the 14th ACM International Conference on Web Search and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103048662&doi=10.1145%2f3437963.3441820&partnerID=40&md5=529aecd0257c9eeba693fcbd38674316","This paper connects equal opportunity to popularity bias in implicit recommenders to introduce the problem of popularity-opportunity bias. That is, conditioned on user preferences that a user likes both items, the more popular item is more likely to be recommended (or ranked higher) to the user than the less popular one. This type of bias is harmful, exerting negative effects on the engagement of both users and item providers. Thus, we conduct a three-part study: (i) By a comprehensive empirical study, we identify the existence of the popularity-opportunity bias in fundamental matrix factorization models on four datasets; (ii) coupled with this empirical study, our theoretical study shows that matrix factorization models inherently produce the bias; and (iii) we demonstrate the potential of alleviating this bias by both in-processing and post-processing algorithms. Extensive experiments on four datasets show the effective debiasing performance of these proposed methods compared with baselines designed for conventional popularity bias. © 2021 ACM."
"Wang X., Hoi S.C.H., Ester M., Bu J., Chen C.","Learning personalized preference of strong and weak ties for social recommendation",2017,"26th International World Wide Web Conference, WWW 2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031936014&doi=10.1145%2f3038912.3052556&partnerID=40&md5=4b9ea52e7877ce56eb5c8b813f15a0ce","Recent years have seen a surge of research on social recommendation techniques for improving recommender systems due to the growing influence of social networks to our daily life. The intuition of social recommendation is that users tend to show affinities with items favored by their social ties due to social influence. Despite the extensive studies, no existing work has attempted to distinguish and learn the personalized preferences between strong and weak ties, two important terms widely used in social sciences, for each individual in social recommendation. In this paper, we first highlight the importance of different types of ties in social relations originated from social sciences, and then propose a novel social recommendation method based on a new Probabilistic Matrix Factorization model that incorporates the distinction of strong and weak ties for improving recommendation performance. The proposed method is capable of simultaneously classifying different types of social ties in a social network w.r.t. optimal recommendation accuracy, and learning a personalized tie type preference for each user in addition to other parameters. We conduct extensive experiments on four real-world datasets by comparing our method with state-of-the-art approaches, and find encouraging results that validate the efficacy of the proposed method in exploiting the personalized preferences of strong and weak ties for social recommendation. © 2017 International World Wide Web Conference Committee (IW3C2)."
"Zhu Z., Wang J., Caverlee J.","Measuring and Mitigating Item Under-Recommendation Bias in Personalized Ranking Systems",2020,"SIGIR 2020 - Proceedings of the 43rd International ACM SIGIR Conference on Research and Development in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090112970&doi=10.1145%2f3397271.3401177&partnerID=40&md5=c1d0f0d2f42fcc7d887acde4d707499d","Recommendation algorithms typically build models based on user-item interactions (e.g., clicks, likes, or ratings) to provide a personalized ranked list of items. These interactions are often distributed unevenly over different groups of items due to varying user preferences. However, we show that recommendation algorithms can inherit or even amplify this imbalanced distribution, leading to item under-recommendation bias. Concretely, we formalize the concepts of ranking-based statistical parity and equal opportunity as two measures of item under-recommendation bias. Then, we empirically show that one of the most widely adopted algorithms-Bayesian Personalized Ranking-produces biased recommendations, which motivates our effort to propose the novel debiased personalized ranking model. The debiased model is able to improve the two proposed bias metrics while preserving recommendation performance. Experiments on three public datasets show strong bias reduction of the proposed model versus state-of-the-art alternatives. © 2020 ACM."
"Wang H., Wu Q., Wang H.","Factorization bandits for interactive recommendation",2017,"31st AAAI Conference on Artificial Intelligence, AAAI 2017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030464759&partnerID=40&md5=a191386cb84d8e11515252934789b0e5","We perform online interactive recommendation via a factorization-based bandit algorithm. Low-rank matrix completion is performed over an incrementally constructed useritem preference matrix, where an upper confidence bound based item selection strategy is developed to balance the exploit/explore trade-off during online learning. Observable contextual features and dependency among users (e.g., social influence) are leveraged to improve the algorithm's convergence rate and help conquer cold-start in recommendation. A high probability sublinear upper regret bound is proved for the developed algorithm, where considerable regret reduction is achieved on both user and item sides. Extensive experimentations on both simulations and large-scale real-world datasets confirmed the advantages of the proposed algorithm compared with several state-of-the-art factorization-based and bandit-based collaborative filtering methods. © Copyright 2017, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
"Hofmann K., Schuth A., Whiteson S., De Rijke M.","Reusing historical interaction data for faster online learning to rank for IR",2013,"WSDM 2013 - Proceedings of the 6th ACM International Conference on Web Search and Data Mining","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874275961&doi=10.1145%2f2433396.2433419&partnerID=40&md5=4a94ced4916e019684e121adf95ebb78","Online learning to rank for information retrieval (IR) holds promise for allowing the development of ""self-learning"" search engines that can automatically adjust to their users. With the large amount of e.g., click data that can be collected in web search settings, such techniques could enable highly scalable ranking optimization. However, feedback obtained from user interactions is noisy, and developing approaches that can learn from this feedback quickly and reliably is a major challenge. In this paper we investigate whether and how previously collected (historical) interaction data can be used to speed up learning in online learning to rank for IR. We devise the first two methods that can utilize historical data (1) to make feedback available during learning more reliable and (2) to preselect candidate ranking functions to be evaluated in interactions with users of the retrieval system. We evaluate both approaches on 9 learning to rank data sets and find that historical data can speed up learning, leading to substantially and significantly higher online performance. In particular, our pre-selection method proves highly effective at compensating for noise in user feedback. Our results show that historical data can be used to make online learning to rank for IR much more effective than previously possible, especially when feedback is noisy. © 2013 ACM."
