Database,Relevant,Title,Authors,Venue,Year,Abstract,Link
Google,,Novelty and diversity in recommender systems,"['P Castells', 'N Hurley', 'S Vargas']",Recommender systems handbook,2021.0,", as a confluent area with recommender systems, and discuss a  We discuss further connections  to bias and fairness in Sect. 6 focus on those aspects a recommender system has a direct",https://link.springer.com/chapter/10.1007/978-1-0716-2197-4_16
Google,,Integrating textual reviews into neighbor-based recommender systems,"['HTH Vy', 'C Pham-Nguyen']",Expert Systems with Applications,2024.0,"Recommender systems are developed to personalize services for each user. The focus of  recommender  to account for this bias. Therefore, ratings are adjusted by subtracting the user",https://www.sciencedirect.com/science/article/pii/S0957417424005141
Google,,Sequential Group Recommendations with Responsibility Constraints,['M Stratigi'],International Conference on Web Engineering,2024.0,"and transparency in Group Recommender Systems (GRS),  a fair group recommender system  is a system that lacks bias  an additional real-world dataset, GoodReads [18]. In addition, it",https://link.springer.com/chapter/10.1007/978-3-031-62362-2_42
Google,,Knowledge Graph Convolutional Recommender Model with Collaborative Information and Common Neighbor Ranking Sampling,"['M Yang', 'Y Jiang', 'S Zou']",2023 4th International Conference on …,2023.0,"The Book-Crossing dataset contains over one million ratings on books from users, with a  rating scale ranging from 0 to 10. The Last.FM dataset includes records of about 2,000 users",https://ieeexplore.ieee.org/abstract/document/10278069/
Google,,A graph-based approach for minimising the knowledge requirement of explainable recommender systems,"['M Caro-Martínez', 'G Jiménez-Díaz']",… and Information Systems,2023.0,", so we avoid introducing bias in our knowledge. Moreover, some recommender approaches  are based  For example, when a user u rates a book i in Goodreads, x is the rating provided.",https://link.springer.com/article/10.1007/s10115-023-01903-9
Google,,Distributional semantic pre-filtering in context-aware recommender systems,"['V Codina', 'F Ricci', 'L Ceccaroni']",User Modeling and User-Adapted …,2016.0,was collected for the MovieLens recommender Footnote 2 . In  was collected from the  LibraryThing website Footnote 3 and  local prediction models is the bias-based Matrix,https://link.springer.com/article/10.1007/s11257-015-9158-2
Google,,Alleviating Unwanted Recommendations Issues in Collaborative Filtering Based Recommender Systems,"['A Almu', 'A Roko']",,,"on BookCrossing dataset.  bias on the recommendations. Zhao, Niu and Chen [25] proposed  an opinion-based approach to deal with popularity bias in user-based CF recommender",https://www.researchgate.net/profile/Abba-Almu/publication/379451333_Alleviating_Unwanted_Recommendations_Issues_in_Collaborative_Filtering_Based_Recommender_Systems/links/6616bc95f7d3fc28743fc0ec/Alleviating-Unwanted-Recommendations-Issues-in-Collaborative-Filtering-Based-Recommender-Systems.pdf
Google,,A Recommender Algorithm Based on Knowledge Graph Convolutional Network and Knowledge Reasoning Optimization,"['T Liu', 'S Cheng']",… on Computer Supported Cooperative Work in …,2023.0,"recommender algorithm, are yet to be fully explored and mined. A novel knowledge graph  convolutional network (KGCN) recommender  the performance of recommender algorithms.",https://ieeexplore.ieee.org/abstract/document/10152849/
Google,,A survey on knowledge graph-based recommender systems,"['Q Guo', 'F Zhuang', 'C Qin', 'H Zhu', 'X Xie']",… on Knowledge and …,2020.0,"in this paper, as well as foundations of KGs and recommender systems; in Sections 3 and  4, we review KG-based recommender systems from the aspect of approaches and evaluated",https://ieeexplore.ieee.org/abstract/document/9216015/
Google,,Combining social relations and interaction data in Recommender System with Graph Convolution Collaborative Filtering,"['TT Tran', 'V Snasel', 'LT Nguyen']",IEEE Access,2023.0,Librarything: is a data from a book review website called Library Thing [40] in real world  change over time and can introduce bias in recommendations. An example is that friends in the,https://ieeexplore.ieee.org/abstract/document/10347223/
Google,,A survey of collaborative filtering-based recommender systems: From traditional methods to hybrid methods based on social networks,"['R Chen', 'Q Hua', 'YS Chang', 'B Wang', 'L Zhang']",IEEE …,2018.0,"used in the hybrid CF-based recommender systems, such as enhanced similarity measures,  memory (3) Bookcrossing dataset is crawled by Ziegler from the book-crossing community. It",https://ieeexplore.ieee.org/abstract/document/8506344/
Google,,LASGRec: A Personalized Recommender Based on Learnable Attribute Sampling and Graph Neural Network,"['Y Wang', 'X Huang', 'J Ma', 'Q Jin']",IEEE Transactions on …,2023.0,"Usually, the recommender exploits user–item ( recommender based on learnable attribute  sampling and heterogeneous graph neural network (LASGRec) to improve the recommender’",https://ieeexplore.ieee.org/abstract/document/10251765/
Google,,Federated recommender systems based on deep learning: The experimental comparisons of deep learning algorithms and federated learning aggregation strategies,"['Y Liu', 'T Lin', 'X Ye']",Expert Systems with Applications,2024.0,"ownership, recommender systems (RSs) based on centralized training process may be  infeasible in some practical situations. In these situations, federated recommender systems (",https://www.sciencedirect.com/science/article/pii/S0957417423029421
Google,,Sequential attack detection in recommender systems,"['M Aktukmak', 'Y Yilmaz', 'I Uysal']",IEEE Transactions on …,2021.0,"to dropout the bias term. Otherwise, the optimization algorithm should take the bias terms into   2) Datasets: We consider three benchmark datasets, MovieLens (1M), BookCrossing and",https://ieeexplore.ieee.org/abstract/document/9417209/
Google,,HyperRS: hypernetwork-based recommender system for the user cold-start problem,"['Y Lu', 'K Nakamura', 'R Ichise']",IEEE Access,2023.0,"In contrast to the MAMLbased approaches, which only use dynamic weights in a small  part of the recommender network, our method generates all parameters in the recommender",https://ieeexplore.ieee.org/abstract/document/10015724/
Google,,Detecting polarization in ratings: An automated pipeline and a preliminary quantification on several benchmark data sets,"['M Badami', 'O Nasraoui', 'W Sun']",2017 IEEE International …,2017.0,"recommender systems are becoming increasingly relevant and important in the study of  polarization and bias,  , especially recommender systems, behave in polarized environments.",https://ieeexplore.ieee.org/abstract/document/8258231/
Google,,Hetegraph: graph learning in recommender systems via graph convolutional networks,"['DH Tran', 'QZ Sheng', 'WE Zhang', 'A Aljubairy']",Neural computing and …,2021.0,"We leverage the edge weight to bias our walks when sampling. For instance, in the case  of movie recommendation problem, edge weight is the rating value. We define a relevant",https://link.springer.com/article/10.1007/s00521-020-05667-z
Google,,On the instability of embeddings for recommender systems: the case of matrix factorization,"['G Gabbolini', ""E D'Amico"", 'C Bernardis']",Proceedings of the 36th …,2021.0,Most state-of-the-art top-N collaborative recommender systems work by learning embeddings  to jointly represent users and items. Learned embeddings are considered to be effective to,https://dl.acm.org/doi/abs/10.1145/3412841.3442011
Google,,Plug-and-Play Model-Agnostic Counterfactual Policy Synthesis for Deep Reinforcement Learning-Based Recommendation,"['S Wang', 'X Chen', 'J McAuley', 'S Cripps']",IEEE Transactions on …,2023.0,"of current RL-based recommender systems, we propose to  the improvement achieved on  book-crossing and Douban- to overcome bias problems in recommender systems by extracting",https://ieeexplore.ieee.org/abstract/document/10319776/
Google,,Information fusion-based deep neural attentive matrix factorization recommendation,"['Z Tian', 'L Pan', 'P Yin', 'R Wang']",Algorithms,2021.0,"and Book-crossing, and demonstrate the feasibility and effectiveness of the model.  where  W and b represent the weight matrix and bias vector of the interaction layer to the attention net,",https://www.mdpi.com/1999-4893/14/10/281
Google,,Retraining A Graph-based Recommender with Interests Disentanglement,"['Y Ji', 'A Sun', 'J Zhang']",arXiv preprint arXiv:2305.03624,2023.0,on Amazon books and Amazon electronic. We further use LightGCN on Amazon books as an   It calls for monitoring evaluation results over time to avoid potential bias in a particular time,https://arxiv.org/abs/2305.03624
Google,,Using Ontology-based Data Summarization to Develop Semantics-aware Recommender Systems,"['VW Anelli', 'T Di Noia', 'A Maurino', 'M Palmonari']",CEUR WORKSHOP …,2018.0,"(Movielens, LastFM, LibraryThing) in order to analyze how the  as well as on recommender  systems while Section 6 discuss  of a stronger content popularity bias while computing the",https://ceur-ws.org/Vol-2161/paper36.pdf
Google,,Recommendation with contextual information,['J Huang'],,2014.0,"In a recommender system, we say that a user is activated if he reads a book or listens to  a  The first approach is to add user and item bias to the Author-Topic Model. In the second",https://search.proquest.com/openview/c315517bb8dd272202323dab9b81f171/1?pq-origsite=gscholar&cbl=18750
Google,,CF4J 2.0: Adapting Collaborative Filtering for Java to new challenges of collaborative filtering based recommender systems,"['F Ortega', 'J Mayor', 'D López-Fernández']",Knowledge-Based …,2021.0,Recommender class symbolizes any CF-based recommendation model; and QualityMeasure  allows the definition of multiple measures to evaluate a Recommender.  any bias towards a,https://www.sciencedirect.com/science/article/pii/S0950705120307589
Google,,Meta-path Enhanced Knowledge Graph Convolutional Network for Recommender Systems,"['R Wang', 'M Wu', 'S Ji']",2021 IEEE International Conference on …,2021.0,"the neighbor information and bias when calculating the representation of a given entity.   FM and Book-Crossing, the best results can be obtained when the number of neighbors is 8; for",https://ieeexplore.ieee.org/abstract/document/9667730/
Google,,KEMIM: Knowledge-Enhanced User Multi-Interest Modeling for Recommender Systems,"['F Yang', 'Y Yue', 'G Li', 'TR Payne', 'KL Man']",IEEE Access,2023.0,Book-Crossing data set consists of user-book interactions that were collected from the  Book-Crossing  entities by aggregating messages with a neighborhood information bias. KGAT [13,https://ieeexplore.ieee.org/abstract/document/10092818/
Google,,Preference elicitation as an optimization problem,"['A Sepliarskaia', 'J Kiseleva', 'F Radlinski']",… on Recommender …,2018.0,The intuition behind the item bias is its popularity. The LFM predicts that most users will like   Amazon books. This dataset contains ratings for books as part of users’ reviews [23]. One,https://dl.acm.org/doi/abs/10.1145/3240323.3240352
Google,,Context-aware recommender systems based on item-grain context clustering,"['Y Shi', 'H Lin', 'Y Li']",AI 2017: Advances in Artificial Intelligence: 30th …,2017.0,"bias value may be higher. However, in scenarios where the explicit context is missing, the  bias  and derived from real-world dataset BookCrossing. Apart from 1149780 valid ratings from",https://link.springer.com/chapter/10.1007/978-3-319-63004-5_1
Google,,Bounded-SVD: A matrix factorization method with bound constraints for recommender systems,"['BH Le', 'KQ Nguyen']",… Conference on Emerging …,2015.0,"In this paper, we present a new matrix factorization method for recommender system problems,  named bounded-SVD, which utilizes the constraint that all the ratings in the rating matrix",https://ieeexplore.ieee.org/abstract/document/7083379/
Google,,Language independent recommender agent,"['O Yucel', 'S Sen']",The Knowledge Engineering Review,2018.0,"This source bias limits the usefulness of the available information for the  request by a user  on the GoodReads website:  In addition to these, we have also used ‘GoodReads, dataset that",https://www.cambridge.org/core/journals/knowledge-engineering-review/article/language-independent-recommender-agent/D80A66E0A8E47838E172CAA86252006D
Google,,ReuseKNN: Neighborhood Reuse for Privacy-Aware Recommendations.,"['P Müllner', 'M Schedl', 'E Lex', 'D Kowald']",,,,missing
Google,,Deep learning with the generative models for recommender systems: A survey,"['R Nahta', 'GS Chauhan', 'YK Meena']",Computer Science Review,2024.0,to neuron j and w j 0 is an additional bias term. In vectorized form we often concatenate the  input with a + 1 at the first position to absorb the bias in the weight vector. The function ϕ is,https://www.sciencedirect.com/science/article/pii/S1574013724000303
Google,,Defending Grey Attacks by Exploiting Wavelet Analysis in Collaborative Filtering Recommender Systems,['Z Yang'],arXiv preprint arXiv:1506.05247,2015.0,detection method to make recommender systems resistant to  We conduct a list of experiments  on both the Book-Crossing  attacks are effective to bias the recommendation results in,https://arxiv.org/abs/1506.05247
Google,,Cross-view hypergraph contrastive learning for attribute-aware recommendation,"['A Ma', 'Y Yu', 'C Shi', 'Z Guo', 'TS Chua']",Information Processing & …,2024.0,"Book-crossing and Taobao datasets is improved by 1.29%, 2.11% and 8.09% respectively,  offering a promising avenue for further research and advancement in recommender  bias and",https://www.sciencedirect.com/science/article/pii/S030645732400061X
Google,,Network-based models for social recommender systems,"['A Godoy-Lorite', 'R Guimerà', 'M Sales-Pardo']",Business and Consumer …,2019.0,"Songs , WM dating agency, MW dating agency and Amazon books ) versus  Bias Model  (TIB) assumes that the contextual bias decomposes into a latent user bias and a latent item bias",https://link.springer.com/chapter/10.1007/978-3-030-06222-4_11
Google,,User Local and Global Interest Depth Interaction for Recommendation Algorithm,"['X Zhang', 'Y Yang']",2020 7th International Conference on …,2020.0,"of recommender systems is a key issue in the research of  where W is the weight matrix and  b is the bias. Perform feature  sparse scenes, because the Book-Crossing and Last.FM data",https://ieeexplore.ieee.org/abstract/document/9532136/
Google,,Collaboration-aware graph convolutional network for recommender systems,"['Y Wang', 'Y Zhao', 'Y Zhang', 'T Derr']",… of the ACM Web Conference 2023,2023.0,"Graph Neural Networks (GNNs) have been successfully adopted in recommender systems  by virtue of the message-passing that implicitly captures collaborative effect. Nevertheless,",https://dl.acm.org/doi/abs/10.1145/3543507.3583229
Google,,ML-KGCL: Multi-level Knowledge Graph Contrastive Learning for Recommendation,"['G Chen', 'X Xie']",International Conference on Database Systems for …,2023.0,bias of the recommender systems. The contributions can be summarized as follows:  of  ML-KGCL is more obvious on the Amazon-Books dataset. It indicates that the KGAT model can,https://link.springer.com/chapter/10.1007/978-3-031-30672-3_17
Google,,Clus-DR: Cluster-based pre-trained model for diverse recommendation generation,"['N Yadav', 'S Pal', 'AK Singh', 'K Singh']",… of King Saud University-Computer and …,2022.0,"diversity have been reviewed for recommender systems. Here,  The model is used for the  control of popularity bias in the  two genres, and in LastFM and Goodbooks, we use the tag",https://www.sciencedirect.com/science/article/pii/S131915782200043X
Google,,Comparing Preference Models in Recommender Systems,"['J Liu', 'D Deng', 'H Wu', 'C Wu']",2015 7th International Conference …,2015.0,"bias values for users and items.  on Book-Crossing dataset. Considering both the theoretical  and the empirical comparison results, the quadric model is the most suited to recommender",https://ieeexplore.ieee.org/abstract/document/7334688/
Google,,Robust reputation independence in ranking systems for multiple sensitive attributes,"['G Ramos', 'L Boratto', 'M Marras']",Machine Learning,2022.0,"Concretely, we will show that it is possible to de-bias the reputation  rankings, such as  recommender systems that generate  the BookCrossing dataset leads us to our fourth observation.",https://link.springer.com/article/10.1007/s10994-022-06173-0
Google,,Planning data poisoning attacks on heterogeneous recommender systems in a multiplayer setting,"['CY Yeh', 'HW Chen', 'DN Yang', 'WC Lee']",2023 IEEE 39th …,2023.0,Data poisoning attacks against recommender systems (RecSys) often assume a  single seller  We observe that Epinions and LibraryThing present larger differences between,https://ieeexplore.ieee.org/abstract/document/10184597/
Google,,Translational recommender networks,"['Y Tay', 'AT Luu', 'SC Hui']",arXiv preprint arXiv,2017.0,"Our work is targeted at recommender systems that operate on implicit data (eg, clicks,  likes,  By imposing and inducing architectural bias, our model learns to capture this ne-grained",https://www.researchgate.net/profile/Yi-Tay-2/publication/318488242_Translational_Recommender_Networks/links/5997c0100f7e9b3edb0f8b82/Translational-Recommender-Networks.pdf
Google,,Co-clustering neighborhood—based collaborative filtering framework using formal concept analysis,"['S Kataria', 'U Batra']",International Journal of Information Technology,2022.0,This work is carried upon using benchmark book-crossing rating  An important application  of recommender systems is ranking a  It will bias towards the most frequently occurring items in,https://link.springer.com/article/10.1007/s41870-022-00913-0
Google,,User-oriented objective prioritization for meta-featured multi-objective recommender systems,"['RS Fortes', 'A Lacerda', 'A Freitas', 'C Bruckner']",Adjunct Publication of …,2018.0,"Multi-Objective Recommender Systems (MO-RS) consider several objectives to produce useful  recommendations. Besides accuracy, other important quality metrics include novelty and",https://dl.acm.org/doi/abs/10.1145/3213586.3225243
Google,,A Survey on Variational Autoencoders in Recommender Systems,"['S Liang', 'Z Pan', 'wei liu', 'J Yin', 'M de Rijke']",ACM Computing Surveys,2024.0,"Recommender systems have become an important instrument to connect people to  of VAEs  in recommendation algorithms, to inspire future work on VAEs for recommender systems.",https://dl.acm.org/doi/abs/10.1145/3663364
Google,,Top-n recommendation for shared accounts,"['K Verstrepen', 'B Goethals']",… the 9th ACM Conference on Recommender …,2015.0,"create a bias in favor of the sum of a few large similarities. The larger p, the larger the bias.   The Book-Crossing dataset contains two sorts of information [16]. First, there are ratings of",https://dl.acm.org/doi/abs/10.1145/2792838.2800170
Google,,A Robust Two-Part Modeling Strategy for Knowledge Graph Enhanced Recommender Systems,"['M Gao', 'KJ Du', 'PY Zhu', 'JY Li', 'H Wang']",2023 15th …,2023.0,"Knowledge graph (KG) enhanced recommender systems (RSs), ie, KGRSs, have received  extensive attention recently. However, the modeling strategy in existing KGRSs tends to",https://ieeexplore.ieee.org/abstract/document/10146164/
Google,,HeteGraph: a convolutional framework for graph learning in recommender systems,"['A Aljubairy', 'M Zaib', 'QZ Sheng']",… Joint Conference on …,2020.0,"We leverage the edge weight to bias our walks when sampling. For example, in the case  of movie recommendation problem, edge weight is the rating value. We define a relevant",https://ieeexplore.ieee.org/abstract/document/9207078/
Google,,Deep Learning Model for Educational Recommender Systems,"['A Grota', 'M Erritali', 'E Abdelali']",International Conference on Business …,2022.0,The simple recommender has been extended to load and store the goodbooks-10k dataset   Another problem is Bias/Variance since greatly overfitting the model will result in inaccurate,https://link.springer.com/chapter/10.1007/978-3-031-06458-6_9
Google,,The URW-KG: a resource for tackling the underrepresentation of non-western writers,"['MA Stranisci', 'G Spillo', 'C Musto', 'V Patti']",arXiv preprint arXiv …,2022.0,"from Goodreads. After retrieving all works and editions from OpenLibrary and GoodReads,   the problems that currently affects recommender systems is the so-called popularity bias [1],",https://arxiv.org/abs/2212.13104
Google,,A novel KG-based recommendation model via relation-aware attentional GCN,"['J Wang', 'Y Shi', 'H Yu', 'Z Yan', 'H Li', 'Z Chen']",Knowledge-Based Systems,2023.0,"Presently, the recommender system has become an important tool to provide personalized   combines neighborhood information with user-relation bias scores. However, as with CKE, a",https://www.sciencedirect.com/science/article/pii/S0950705123004525
Google,,TMR: a semantic recommender system using topic maps on the items' descriptions,"['AL Garrido', 'S Ilarri']",The Semantic Web: ESWC 2014 Satellite Events …,2014.0,"of TMR, we have used the BookCrossing dataset as a test case. BookCrossing is a popular   In this paper we have presented TMR, a domain-independent recommender that combines",https://link.springer.com/chapter/10.1007/978-3-319-11955-7_21
Google,,Temporal Encoding for Sequential Recommendation,"['Z Zhong', 'L Luo', 'X He', 'H Li']",2024 International Joint …,2024.0,"of temporal signals in recommender datasets, adhering to an  of a learnable bias vector bO  as the static bias following the  This is particularly evident in the Goodreads dataset, where",https://ieeexplore.ieee.org/abstract/document/10651120/
Google,,Review of Explainable Graph-Based Recommender Systems,"['T Markchom', 'H Liang', 'J Ferryman']",arXiv preprint arXiv:2408.00166,2024.0,Explainability of recommender systems has become essential to ensure users' trust and   recommender systems have been proposed including explainable graph-based recommender,https://arxiv.org/abs/2408.00166
Google,,Top-aware reinforcement learning based recommendation,"['F Liu', 'R Tang', 'H Guo', 'X Li', 'Y Ye', 'X He']",Neurocomputing,2020.0,"[41] present an off-policy correction framework to address the data bias issue in a top-K  recommender system at YouTube, where such data bias is caused by only observing historical",https://www.sciencedirect.com/science/article/pii/S0925231220311656
Google,,A biclustering approach to recommender systems,['F de Moor'],,2019.0,"BookCrossing dataset which consists in a set of book ratings [50]. This dataset was obtained  through a 4-week crawl from August to September 2004 of the Book-Crossing  a bias, we",https://inria.hal.science/hal-02369708/document
Google,,Evaluating Recommender Systems Qualitatively: a Survey and Comparative Analysis,['TAV Faria'],,2022.0,"This means that if a system is prone to popularity bias, measuring coverage will not be   using a subset of Amazon's Goodreads dataset. As the dataset is not commonly found in the",https://search.proquest.com/openview/dff6adcad9cf51674593c4a3f62fa59a/1?pq-origsite=gscholar&cbl=2026366&diss=y
Google,,Orthogonal inductive matrix completion,"['A Ledent', 'R Alves', 'M Kloft']",IEEE Transactions on Neural …,2021.0,"On synthetic datasets with a sliding scale of user bias  five real recommender systems  datasets: the Amazon recommender system dataset, the Douban movie database, the Goodreads",https://ieeexplore.ieee.org/abstract/document/9527398/
Google,,Multitask feature learning approach for knowledge graph enhanced recommendations with RippleNet,"['YQ Wang', 'LY Dong', 'YL Li', 'H Zhang']",Plos one,2021.0,"Proposed in this paper, the recommender system based on  neural network layer with weight  W, bias b, and nonlinear activation  For MovieLens-1M and Book-Crossing, we first select a",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251162
Google,,"Recommender System for Arabic Content Using Sentiment Analysis of User Reviews. Electronics 2023, 12, 2785","['A Al-Ajlan', 'N Alshareef']",,2023.0,", Goodreads, and Open Library. This paper presents an examination of current collaborative  recommender  by avoiding rating bias, a risk when the rating is based on a single factor.",https://www.academia.edu/download/105557571/pdf.pdf
Google,,Towards robust neural graph collaborative filtering via structure denoising and embedding perturbation,"['H Ye', 'X Li', 'Y Yao', 'H Tong']",ACM Transactions on Information Systems,2023.0,of the building blocks for many recommender systems. It fully considers the  to bias the  recommender systems in their interests [9 We believe this is because the Amazon Books dataset is,https://dl.acm.org/doi/abs/10.1145/3568396
Google,,Social Relations and Methods in Recommender Systems: A Systematic Review,"['DA Medel Canales', 'CS González González', 'SV Aciar']",,2021.0,"LS Lázaro, and MN Moreno-García, “Exploiting the user social context to address neighborhood  bias in collaborative filtering music recommender systems,” Information, vol. 11, no. 9,",https://ri.conicet.gov.ar/handle/11336/157958
Google,,Recommender System for E-Commerce Application based on Deep Collaborative Conjunctive Model,"['K Kumaran', 'G Saranya', 'V Subhaa']",2023 7th …,2023.0,The input to the activation function is the summation of constant bias and the multiplication  of  The goodreads dataset is in the JSON file format. The example reviews in json file format,https://ieeexplore.ieee.org/abstract/document/10083923/
Google,,"Fewer flops at the top: Accuracy, diversity, and regularization in two-class collaborative filtering","['B Paudel', 'T Haas', 'A Bernstein']",… ACM conference on recommender …,2017.0,e terms βu and βi are bias factors associated with each user  other than BookCrossing have  a higher proportion of positive  the tail all datasets other than BookCrossing have even fewer,https://dl.acm.org/doi/abs/10.1145/3109859.3109916
Google,,Recommender system based on scarce information mining,"['W Lu', 'F Chung', 'K Lai', 'L Zhang']",Neural Networks,2017.0,"Even though { v 2 , v 3 } is a common topic intersection, the recommendation will still bias   Book-Crossing is an online book club. The data was first made available to the public in the",https://www.sciencedirect.com/science/article/pii/S0893608017301041
Google,,Knowledge-based Multiple Adaptive Spaces Fusion for Recommendation,"['M Yuan', 'F Zhuang', 'Z Zhang', 'D Wang']",… on Recommender …,2023.0,"where 𝜎 is LeakyRelu activation function,𝑊 and b represent the weight matrix and bias   On the other hand, in Book-Crossing, we roughly see that the more popular items (green",https://dl.acm.org/doi/abs/10.1145/3604915.3608787
Google,,Addressing data sparsity and cold-start challenges in recommender systems using advanced deep learning and self-supervised learning techniques,"['I Karabila', 'N Darraz', 'A El-Ansari', 'N Alami']",… of Experimental & …,2024.0,"to mitigate bias. A distinctive feature is the introduction of a penalty on item popularity during  the data enhancement phase, resulting in item similarity graphs that exhibit reduced bias.",https://www.tandfonline.com/doi/abs/10.1080/0952813X.2024.2401364
Google,,CROLoss: towards a customizable loss for retrieval models in recommender systems,"['Y Tang', 'W Bai', 'G Li', 'X Liu', 'Y Zhang']",Proceedings of the 31st ACM …,2022.0,"We set 𝑛𝑟𝑛 and 𝑛𝑏𝑠 as 10 and 256 for Amazon Books dataset, and as 10 and 512 for the  larger  Sampling-bias-corrected neural modeling for large corpus item recommendations. In",https://dl.acm.org/doi/abs/10.1145/3511808.3557274
Google,,CF4CF: recommending collaborative filtering algorithms using collaborative filtering,"['T Cunha', 'C Soares', 'AC de Carvalho']",… Conference on Recommender …,2018.0,"However, in order to provide the fairest comparison possible between MtL and CF, this  work uses two algorithms with the same bias: user-based CF [21] and kNN for LR [24], both",https://dl.acm.org/doi/abs/10.1145/3240323.3240378
Google,,A Survey of Latent Factor Models in Recommender Systems,"['HI Alshbanat', 'H Benhidour', 'S Kerrache']",arXiv preprint arXiv:2405.18068,2024.0,"Recommender systems are essential tools in the digital era,  reviews latent factor models in  recommender systems, focusing on  looking to advance the field of recommender systems.",https://arxiv.org/abs/2405.18068
Google,,Effect of Integrating Auxiliary Information on Generative Adversarial Networks to Enhance Recommender Systems,"['MO Ayemowaa', 'R Ibrahima', 'YA Benaa']",Available at SSRN …,2024.0,"Where 𝑊𝑢, 𝑏𝑢,𝑊𝐼, 𝑏𝐼 and Wu, represents weight matrix and the bias vectors for the  user- The experiments were conducted using MovieLens-100k, MovieLens-1M, and Book-Crossing",https://www.researchgate.net/profile/Matthew-Ojo-Ayemowa/publication/382923574_Effect_of_Integrating_Auxiliary_Information_on_Generative_Adversarial_Networks_to_Enhance_Recommender_Systems/links/66c43a0fbcb6b956be01a79a/Effect-of-Integrating-Auxiliary-Information-on-Generative-Adversarial-Networks-to-Enhance-Recommender-Systems.pdf
Google,,FedKGRec: privacy-preserving federated knowledge graph aware recommender system,"['X Ma', 'H Zhang', 'J Zeng', 'Y Duan', 'X Wen']",Applied Intelligence,2024.0,"(Book) Footnote 2 :The dataset includes explicit book ratings spanning from 0 to 10, contributed  by different readers within the Book-Crossing community for a wide range of books. The",https://link.springer.com/article/10.1007/s10489-024-05634-4
Google,,Interaction-knowledge semantic alignment for recommendation,"['ZY He', 'JQ Lin', 'CD Wang', 'M Guizani']",Neural Networks,2024.0,graphs are introduced into recommender systems because they contain diverse information  about items. The existing knowledge graph enhanced recommender systems utilize both,https://www.sciencedirect.com/science/article/pii/S0893608024006798
Google,,Recommender system using K-nearest neighbors and singular value decomposition algorithms: A hybrid approach,"['R Palit', 'R Chatterjee']","Progress in Computing, Analytics and Networking …",2020.0,"This method is mostly used when our data is subject to user bias or the rating scales of   For this experiment, we used the Goodreads dataset from Kaggle Footnote 1 . The dataset",https://link.springer.com/chapter/10.1007/978-981-15-2414-1_50
Google,,Metric factorization: Recommendation beyond matrix factorization,"['S Zhang', 'L Yao', 'Y Tay', 'X Xu', 'X Zhang', 'L Zhu']",arXiv preprint arXiv …,2018.0,"To overcome this problem, we propose a novel recommender  the global, user and item bias  terms to metric factorization.  especially on large scale dataset Goodbooks. However, NRR",https://arxiv.org/abs/1802.04606
Google,,A social hybrid recommendation system using LSTM and CNN,"['H Daneshvar', 'R Ravanmehr']",Concurrency and Computation …,2022.0,"In this article, we propose a recommender system utilizing deep neural networks that  simultaneously considers both the users' ratings to the movies and the visual features of the movie",https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.7015
Google,,SamWalker++: Recommendation with informative sampling strategy,"['C Wang', 'J Chen', 'S Zhou', 'Q Shi']",IEEE Transactions on …,2021.0,"be available in many recommender systems, we propose to  the sparse datasets such as  BookCrossing and Epinions, even  To offset the bias introduced by the sampling strategies, we",https://ieeexplore.ieee.org/abstract/document/9507306/
Google,,Beyond Rating Prediction Accuracy: On New Perspectives in Recommender Systems,['P NEIGHBORHOODS'],,,The proposed approach also alleviates the overspecialization and concentration bias  On  Unexpectedness in Recommender Systems: Or How to Better Expect the Unexpected. Working,http://people.stern.nyu.edu/padamopo/RecSys2013DS_Adamopoulos%20-%20Poster.pdf
Google,,Metadata based Cross-Domain Recommender Framework using Neighborhood Mapping,"['R Khan', 'N Iltaf', 'MU Shafiq']",… and Engineering (i …,2023.0,fed to next layer b is the bias vector between layers W is the weight matrix between layers   domain and AmazonBooks and Amazon-Music as target domain for our set of experiments.,https://ieeexplore.ieee.org/abstract/document/10500780/
Google,,A Complete & Comprehensive Movie Review Dataset (CCMR),"['X Cao', 'W Huang', 'Y Yu']",Proceedings of the 39th International ACM …,2016.0,"which is also the core for recommender systems in item-based  well assembled datasets, eg  Book-Crossing, EachMovie and  mitigating social influence bias in recommender systems. In",https://dl.acm.org/doi/abs/10.1145/2911451.2914669
Google,,Deep learning models for serendipity recommendations: a survey and new perspectives,"['Z Fu', 'X Niu', 'ML Maher']",ACM Computing Surveys,2023.0,"first introduced to the context of recommender systems [14] to  in the context of recommender  systems, we believe that most  of reducing the popularity bias and balancing the tradeoff",https://dl.acm.org/doi/abs/10.1145/3605145
Google,,Multi-interest sequence modeling for recommendation with causal embedding,"['C Sun', 'P Lu', 'L Cheng', 'Z Cao', 'X Dong', 'Y Tang']",Proceedings of the 2022 …,2022.0,"We find that K = 8 achieves the best performance both on Amazon Books and Taobao.   solutions for recommender systems formulate the problem as eliminating popularity bias, from the",https://epubs.siam.org/doi/abs/10.1137/1.9781611977172.46
Google,,KGIE: Knowledge graph convolutional network for recommender system with interactive embedding,"['M Li', 'W Ma', 'Z Chu']",Knowledge-Based Systems,2024.0,"recommender systems can provide recommendations tailored to user interests [1], [2].  Collaborative filtering stands out as a popular recommender  kernel, while B is the bias. Finally, C i",https://www.sciencedirect.com/science/article/pii/S0950705124004477
